Noprestamo,Pais,Fechasistema,Producto,Empdeudor1,Empnombdeudor1,Formapgodeudor1,Descripformapgode1,Empdeudor2,Empnombdeudor2,Formapagdeudor2,FechaDesem,Fechacancelacion,Saldoprestamo,Tasaintorig,Tasaintact,Tipocartera,Diasmora,Anomes,Mtomescorr,Mto30dias,Mto60dias,Mto90dias,Mto120dias,Mto150dias,Mto180dias,Mto210dias,Mto240dias,Mto270dias,Mto300dias,Mto330dias,Mto360dias,Mtomas360dias,Saldoprogram,Tipoprestamo,Mtototalmora,Diasmorareal,Contagiadosn,Porcendeudamientotal,DelinquencySinAlivio,Monto CXC,Identificacion,aniomesfsubida,aniomesfdesem,fechasubidamesanterior
01-A-0702,SAL,202012,HIPOTECA,581,ALAS DORADAS SA DE CV,ACH,Transferencia ACH,NULL,NULL,NULL,2005-09-14,2014-06-26,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0703,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,DD,Descuento Directo,NULL,NULL,NULL,2005-09-09,NULL,13067.10,7.75,10.00,Cartera Administrada,NULL,202012,10.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,10.71,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20059,2020-11-01
01-A-0704,SAL,202012,HIPOTECA,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,DD,Descuento Directo,NULL,NULL,NULL,2006-01-31,2017-04-29,NULL,8.00,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0705,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-26,2014-12-23,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0706,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,N/A,2005-09-19,NULL,8244.48,7.75,10.50,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,1-30 DAYS,247.79,NULL,202012,20059,2020-11-01
01-A-0707,SAL,202012,HIPOTECA,14,MINISTERIO DE EDUCACION - DEPARTAMENTAL DE SAN VIC,DD,Descuento Directo,590,CENTRO ESCOLAR CANTON ARRIBA AMATITLAN,N/A,2005-10-31,2017-07-15,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0708,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,N/A,2005-10-31,NULL,10998.35,7.75,10.00,Cartera Administrada,NULL,202012,51.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,51.09,NULL,NO,NULL,CURRENT,78.08,NULL,202012,200510,2020-11-01
01-A-0709,SAL,202012,HIPOTECA,592,SMARTSA SA DE CV,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2005-12-16,2014-03-28,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200512,2020-11-01
01-A-0710,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-22,NULL,20992.78,7.75,8.69,Cartera en Libros,47,202012,242.38,439.27,439.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.55,HIP,1120.92,NULL,NO,NULL,121-150 DAYS,1457.08,NULL,202012,20059,2020-11-01
01-A-0711,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,598,SEWING TECHNOLOGIES SA DE CV,N/A,2005-09-22,2013-10-07,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0712,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,Descuento Directo,6697,PROFESIONAL INDEPENDIENTE,N/A,2005-10-15,2009-05-07,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0713,SAL,202012,HIPOTECA,596,MINISTERIO DE EDUCACION DEPARTAMENTAL DE USULUTAN,VOL,Pago Voluntario,596,MINISTERIO DE EDUCACION DEPARTAMENTAL DE USULUTAN,VOL,2005-10-15,NULL,9552.96,7.75,9.75,Cartera Administrada,NULL,202012,2.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,2.54,NULL,NO,NULL,1-30 DAYS,122.95,NULL,202012,200510,2020-11-01
01-A-0714,SAL,202012,HIPOTECA,15,PENSIONADO,VOL,Pago Voluntario,595,ALCANSA SA DE CV,VOL,2005-09-27,NULL,32495.33,7.75,8.94,Cartera Administrada,NULL,202012,356.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,356.64,NULL,NO,NULL,31-60 DAYS,483.71,NULL,202012,20059,2020-11-01
01-A-0715,SAL,202012,HIPOTECA,596,MINISTERIO DE EDUCACION DEPARTAMENTAL DE USULUTAN,ACH,Transferencia ACH,NULL,NULL,NULL,2005-10-15,2008-10-10,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0716,SAL,202012,HIPOTECA,6079,PAGADURIA AUXILIAR DEPARTAMENTAL DE EDUCACION DE S,DD,Descuento Directo,NULL,NULL,NULL,2005-10-07,NULL,14805.95,7.75,9.25,Cartera Administrada,263,202012,132.41,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,NULL,NULL,NULL,NULL,NULL,HIP,1655.21,NULL,NO,NULL,241-270 DAYS,NULL,NULL,202012,200510,2020-11-01
01-A-0717,SAL,202012,HIPOTECA,452,ASALARIADO EN EEUU (PLAN DE HERMANOS LEJANOS),VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,N/A,2005-09-22,2020-04-29,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0718,SAL,202012,HIPOTECA,603,DISTRIBUIDORA COLON SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2005-10-11,2007-06-09,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0720,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-31,NULL,8201.33,7.75,10.00,Cartera Administrada,NULL,202012,126.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.97,HIP,126.53,NULL,NO,NULL,CURRENT,0.00,NULL,202012,200510,2020-11-01
01-A-0721,SAL,202012,HIPOTECA,612,PRODUCTIVE BUSINESS SOLUTIONS EL SALVADOR SA DE CV,VOL,Pago Voluntario,613,AGENCIA DE VIAJES ESCAMILLA,VOL,2005-09-27,2019-07-04,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0722,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,DD,Descuento Directo,3,AMA DE CASA,N/A,2005-09-23,2013-01-31,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0723,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-27,2009-05-15,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0724,SAL,202012,HIPOTECA,283,PLAN INTERNACIONAL INC,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2005-09-24,2016-02-29,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0725,SAL,202012,HIPOTECA,596,MINISTERIO DE EDUCACION DEPARTAMENTAL DE USULUTAN,DD,Descuento Directo,NULL,NULL,NULL,2005-10-15,2015-05-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0726,SAL,202012,HIPOTECA,452,ASALARIADO EN EEUU (PLAN DE HERMANOS LEJANOS),VOL,Pago Voluntario,3,AMA DE CASA,N/A,2005-09-30,2018-11-21,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0727,SAL,202012,HIPOTECA,266,"""CORPORACION DE NEGOCIOS, S.A. DE C.V.""",DD,Descuento Directo,3,AMA DE CASA,VOL,2005-09-27,NULL,16745.73,7.75,9.06,Cartera Administrada,NULL,202012,23.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,23.54,NULL,NO,NULL,61-90 DAYS,849.17,NULL,202012,20059,2020-11-01
01-A-0728,SAL,202012,HIPOTECA,102,AFP CONFIA S.A.,ACH,Transferencia ACH,102,AFP CONFIA S.A.,N/A,2005-09-27,2006-06-30,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0729,SAL,202012,HIPOTECA,616,SAMIX S.A. DE C.V.,DD,Descuento Directo,617,MIGUEL ANGEL CRUZ GUERRERO,DD,2005-09-29,NULL,10322.67,7.75,9.75,Cartera Administrada,NULL,202012,8.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,8.25,NULL,NO,NULL,31-60 DAYS,580.58,NULL,202012,20059,2020-11-01
01-A-0730,SAL,202012,HIPOTECA,5944,ABOGADO-VIA JUDICIAL,DD,Descuento Directo,NULL,NULL,NULL,2005-09-30,2012-03-30,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0731,SAL,202012,HIPOTECA,42,BANCO AGRICOLA DE EL SALVADOR,DD,Descuento Directo,NULL,NULL,NULL,2005-10-25,2009-01-15,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0732,SAL,202012,HIPOTECA,389,LACTEOS DE METAPAN,VOL,Pago Voluntario,50,"""HOSPITAL NACIONAL """"SAN JUAN DE DIOS""""""",N/A,2005-10-31,2012-01-30,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0733,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-04,2006-09-12,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0734,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,347,ALCALDIA MUNICIPAL DE SAN SALVADOR,N/A,2005-09-29,2017-10-31,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0735,SAL,202012,HIPOTECA,318,INVERSIONES ROBLE SA DE CV,DD,Descuento Directo,622,COOPERATIVA GANADERA LA SALUD,N/A,2005-09-30,2006-10-13,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0736,SAL,202012,HIPOTECA,209,MINISTERIO DE HACIENDA,DD,Descuento Directo,625,ASIC,DD,2005-10-27,2007-07-31,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0739,SAL,202012,HIPOTECA,209,MINISTERIO DE HACIENDA,DD,Descuento Directo,NULL,NULL,NULL,2005-10-04,2007-10-03,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0740,SAL,202012,HIPOTECA,620,DECSA DE CV,ACH,Transferencia ACH,53,CORTE SUPREMA DE JUSTICIA,ACH,2005-10-11,2008-07-17,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0741,SAL,202012,HIPOTECA,13,SISTEMAS BEA,VOL,Pago Voluntario,3,AMA DE CASA,N/A,2005-10-15,2018-07-27,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0742,SAL,202012,HIPOTECA,628,AGROSERVICIO AMIGO DEL AGRICULTOR,DD,Descuento Directo,NULL,NULL,NULL,2005-09-30,NULL,10041.35,7.75,10.25,Cartera Administrada,NULL,202012,2.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,2.81,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20059,2020-11-01
01-A-0743,SAL,202012,HIPOTECA,623,AFE INTERNACIONAL S.A. DE C.V.,DD,Descuento Directo,624,ESCUELA PARVULARIA JORGE LARDE,N/A,2005-09-30,2008-07-25,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0744,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-31,NULL,18210.68,7.75,8.91,Cartera Administrada,NULL,202012,13.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,13.30,NULL,NO,NULL,61-90 DAYS,655.47,NULL,202012,200510,2020-11-01
01-A-0746,SAL,202012,HIPOTECA,28,SALAZAR ROMERO S.A. DE C.V.,DD,Descuento Directo,13,SISTEMAS BEA,N/A,2005-10-25,2006-10-17,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0747,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-11-07,2019-01-24,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200511,2020-11-01
01-A-0748,SAL,202012,HIPOTECA,7297,RAA SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2005-10-15,2013-08-29,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0749,SAL,202012,HIPOTECA,630,"""APROSSI, S.A. DE C.V.""",DD,Descuento Directo,13,SISTEMAS BEA,N/A,2005-10-12,2006-04-25,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0750,SAL,202012,HIPOTECA,638,FUERZA AEREA DE EL SALVADOR,ACH,Transferencia ACH,20,ESTUDIANTE,N/A,2005-12-08,2014-11-21,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200512,2020-11-01
01-A-0752,SAL,202012,HIPOTECA,96,SUPERINTENDENCIA DE VALORES,ACH,Transferencia ACH,196,CLIENTE SIN EMPLEO,VOL,2005-11-21,2008-05-08,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200511,2020-11-01
01-A-0753,SAL,202012,HIPOTECA,631,PLATINUM S.A. DE C.V.,DD,Descuento Directo,27,"""ETESAL, S.A. DE C.V.""",DD,2005-10-31,2008-02-28,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0754,SAL,202012,HIPOTECA,641,ANEQSA,DD,Descuento Directo,NULL,NULL,NULL,2005-10-31,2009-05-16,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0756,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,N/A,2005-10-20,NULL,7012.35,7.75,9.75,Cartera Administrada,NULL,202012,9.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,9.34,NULL,NO,NULL,CURRENT,0.00,NULL,202012,200510,2020-11-01
01-A-0757,SAL,202012,HIPOTECA,695,CENTRO ESCOLAR DEL CASERIO SAN CARLOS DEL CANTON,DD,Descuento Directo,NULL,NULL,NULL,2005-10-31,2007-10-17,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0758,SAL,202012,HIPOTECA,935,MINISTERIO DE EDUCACION - DEPARTAMENTAL DE SAN SAL,DD,Descuento Directo,NULL,NULL,NULL,2005-10-27,2007-12-27,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0759,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-29,2012-04-09,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0760,SAL,202012,HIPOTECA,5965,CLIENTE FALLECIDO,VOL,Pago Voluntario,3,AMA DE CASA,N/A,2005-10-25,2020-09-16,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,0.00,NULL,202012,200510,2020-11-01
01-A-0761,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,Descuento Directo,NULL,NULL,NULL,2005-10-27,2006-03-31,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0763,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-27,NULL,13857.61,7.75,9.29,Cartera Administrada,NULL,202012,7.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,7.03,NULL,NO,NULL,61-90 DAYS,488.43,NULL,202012,200510,2020-11-01
01-A-0764,SAL,202012,HIPOTECA,661,CANTON SAN JOSE LA CUEVA,DD,Descuento Directo,NULL,NULL,NULL,2005-10-26,2008-05-09,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0765,SAL,202012,HIPOTECA,326,INDEPENDIENTE EN EE.UU,VOL,Pago Voluntario,326,INDEPENDIENTE EN EE.UU,VOL,2006-03-24,2018-09-07,NULL,7.25,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20063,2020-11-01
01-A-0766,SAL,202012,HIPOTECA,596,MINISTERIO DE EDUCACION DEPARTAMENTAL DE USULUTAN,DD,Descuento Directo,NULL,NULL,NULL,2005-10-29,NULL,10849.08,7.75,9.67,Cartera Administrada,NULL,202012,22.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,22.93,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200510,2020-11-01
01-A-0767,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-26,NULL,10179.46,7.75,9.75,Cartera Administrada,NULL,202012,8.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,8.14,NULL,NO,NULL,CURRENT,0.00,NULL,202012,200510,2020-11-01
01-A-0768,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-25,NULL,11460.76,7.75,10.25,Cartera Administrada,3,202012,13.64,139.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,153.18,NULL,NO,NULL,91-120 DAYS,535.28,NULL,202012,200510,2020-11-01
01-A-0769,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,ACH,Transferencia ACH,NULL,NULL,NULL,2005-11-07,2008-12-17,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200511,2020-11-01
